home_team,away_team,home_goals,away_goals,result,season
Manchester City,Manchester United,1,0,H,2014-2015
Aston Villa,Tottenham Hotspur,1,2,A,2014-2015
Crystal Palace,Sunderland,1,3,A,2014-2015
Liverpool,Chelsea,1,2,A,2014-2015
Burnley,Hull City,1,0,H,2014-2015
Manchester United,Crystal Palace,1,0,H,2014-2015
Southampton,Leicester City,2,0,H,2014-2015
West Ham United,Aston Villa,0,0,D,2014-2015
Queens Park Rangers,Manchester City,2,2,D,2014-2015
Sunderland,Everton,1,1,D,2014-2015
Tottenham Hotspur,Stoke City,1,2,A,2014-2015
West Bromwich Albion,Newcastle United,0,2,A,2014-2015
Swansea City,Arsenal,2,1,H,2014-2015
Chelsea,West Bromwich Albion,2,0,H,2014-2015
Everton,West Ham United,2,1,H,2014-2015
Leicester City,Sunderland,0,0,D,2014-2015
Manchester City,Swansea City,2,1,H,2014-2015
Newcastle United,Queens Park Rangers,1,0,H,2014-2015
Stoke City,Burnley,1,2,A,2014-2015
Arsenal,Manchester United,1,2,A,2014-2015
Crystal Palace,Liverpool,3,1,H,2014-2015
Hull City,Tottenham Hotspur,1,2,A,2014-2015
Aston Villa,Southampton,1,1,D,2014-2015
West Bromwich Albion,Arsenal,0,1,A,2014-2015
Burnley,Aston Villa,1,1,D,2014-2015
Liverpool,Stoke City,1,0,H,2014-2015
Manchester United,Hull City,3,0,H,2014-2015
Queens Park Rangers,Leicester City,3,2,H,2014-2015
Swansea City,Crystal Palace,1,1,D,2014-2015
West Ham United,Newcastle United,1,0,H,2014-2015
Sunderland,Chelsea,0,0,D,2014-2015
Southampton,Manchester City,0,3,A,2014-2015
Tottenham Hotspur,Everton,2,1,H,2014-2015
Burnley,Newcastle United,1,1,D,2014-2015
Leicester City,Liverpool,1,3,A,2014-2015
Manchester United,Stoke City,2,1,H,2014-2015
Swansea City,Queens Park Rangers,2,0,H,2014-2015
Crystal Palace,Aston Villa,0,1,A,2014-2015
West Bromwich Albion,West Ham United,1,2,A,2014-2015
Arsenal,Southampton,1,0,H,2014-2015
Chelsea,Tottenham Hotspur,3,0,H,2014-2015
Everton,Hull City,1,1,D,2014-2015
Sunderland,Manchester City,1,4,A,2014-2015
Newcastle United,Chelsea,2,1,H,2014-2015
Hull City,West Bromwich Albion,0,0,D,2014-2015
Liverpool,Sunderland,0,0,D,2014-2015
Queens Park Rangers,Burnley,2,0,H,2014-2015
Stoke City,Arsenal,3,2,H,2014-2015
Tottenham Hotspur,Crystal Palace,0,0,D,2014-2015
Manchester City,Everton,1,0,H,2014-2015
West Ham United,Swansea City,3,1,H,2014-2015
Aston Villa,Leicester City,2,1,H,2014-2015
Southampton,Manchester United,1,2,A,2014-2015
Burnley,Southampton,1,0,H,2014-2015
Chelsea,Hull City,2,0,H,2014-2015
Crystal Palace,Stoke City,1,1,D,2014-2015
Leicester City,Manchester City,0,1,A,2014-2015
Sunderland,West Ham United,1,1,D,2014-2015
West Bromwich Albion,Aston Villa,1,0,H,2014-2015
Arsenal,Newcastle United,4,1,H,2014-2015
Manchester United,Liverpool,3,0,H,2014-2015
Swansea City,Tottenham Hotspur,1,2,A,2014-2015
Everton,Queens Park Rangers,3,1,H,2014-2015
Manchester City,Crystal Palace,3,0,H,2014-2015
Aston Villa,Manchester United,1,1,D,2014-2015
Hull City,Swansea City,0,1,A,2014-2015
Queens Park Rangers,West Bromwich Albion,3,2,H,2014-2015
Southampton,Everton,3,0,H,2014-2015
Tottenham Hotspur,Burnley,2,1,H,2014-2015
West Ham United,Leicester City,2,0,H,2014-2015
Newcastle United,Sunderland,0,1,A,2014-2015
Liverpool,Arsenal,2,2,D,2014-2015
Stoke City,Chelsea,0,2,A,2014-2015
Chelsea,West Ham United,2,0,H,2014-2015
Burnley,Liverpool,0,1,A,2014-2015
Crystal Palace,Southampton,1,3,A,2014-2015
Everton,Stoke City,0,1,A,2014-2015
Leicester City,Tottenham Hotspur,1,2,A,2014-2015
Manchester United,Newcastle United,3,1,H,2014-2015
Sunderland,Hull City,1,3,A,2014-2015
Swansea City,Aston Villa,1,0,H,2014-2015
West Bromwich Albion,Manchester City,1,3,A,2014-2015
Arsenal,Queens Park Rangers,2,1,H,2014-2015
Tottenham Hotspur,Manchester United,0,0,D,2014-2015
Southampton,Chelsea,1,1,D,2014-2015
Aston Villa,Sunderland,0,0,D,2014-2015
Hull City,Leicester City,0,1,A,2014-2015
Manchester City,Burnley,2,2,D,2014-2015
Queens Park Rangers,Crystal Palace,0,0,D,2014-2015
Stoke City,West Bromwich Albion,2,0,H,2014-2015
West Ham United,Arsenal,1,2,A,2014-2015
Newcastle United,Everton,3,2,H,2014-2015
Liverpool,Swansea City,4,1,H,2014-2015
Stoke City,Manchester United,1,1,D,2014-2015
Aston Villa,Crystal Palace,0,0,D,2014-2015
Hull City,Everton,2,0,H,2014-2015
Liverpool,Leicester City,2,2,D,2014-2015
Manchester City,Sunderland,3,2,H,2014-2015
Newcastle United,Burnley,3,3,D,2014-2015
Queens Park Rangers,Swansea City,1,1,D,2014-2015
Southampton,Arsenal,2,0,H,2014-2015
West Ham United,West Bromwich Albion,1,1,D,2014-2015
Tottenham Hotspur,Chelsea,5,3,H,2014-2015
Sunderland,Liverpool,0,1,A,2014-2015
Burnley,Queens Park Rangers,2,1,H,2014-2015
Chelsea,Newcastle United,2,0,H,2014-2015
Everton,Manchester City,1,1,D,2014-2015
Leicester City,Aston Villa,1,0,H,2014-2015
Swansea City,West Ham United,1,1,D,2014-2015
West Bromwich Albion,Hull City,1,0,H,2014-2015
Crystal Palace,Tottenham Hotspur,2,1,H,2014-2015
Arsenal,Stoke City,3,0,H,2014-2015
Manchester United,Southampton,0,1,A,2014-2015
Aston Villa,Liverpool,0,2,A,2014-2015
Burnley,Crystal Palace,2,3,A,2014-2015
Leicester City,Stoke City,0,1,A,2014-2015
Queens Park Rangers,Manchester United,0,2,A,2014-2015
Swansea City,Chelsea,0,5,A,2014-2015
Tottenham Hotspur,Sunderland,2,1,H,2014-2015
Newcastle United,Southampton,1,2,A,2014-2015
West Ham United,Hull City,3,0,H,2014-2015
Manchester City,Arsenal,0,2,A,2014-2015
Everton,West Bromwich Albion,0,0,D,2014-2015
Hull City,Newcastle United,0,3,A,2014-2015
Crystal Palace,Everton,0,1,A,2014-2015
Liverpool,West Ham United,2,0,H,2014-2015
Manchester United,Leicester City,3,1,H,2014-2015
Stoke City,Queens Park Rangers,3,1,H,2014-2015
Sunderland,Burnley,2,0,H,2014-2015
West Bromwich Albion,Tottenham Hotspur,0,3,A,2014-2015
Chelsea,Manchester City,1,1,D,2014-2015
Arsenal,Aston Villa,5,0,H,2014-2015
Southampton,Swansea City,0,1,A,2014-2015
Tottenham Hotspur,Arsenal,2,1,H,2014-2015
Aston Villa,Chelsea,1,2,A,2014-2015
Leicester City,Crystal Palace,0,1,A,2014-2015
Manchester City,Hull City,1,1,D,2014-2015
Queens Park Rangers,Southampton,0,1,A,2014-2015
Swansea City,Sunderland,1,1,D,2014-2015
Everton,Liverpool,0,0,D,2014-2015
Burnley,West Bromwich Albion,2,2,D,2014-2015
Newcastle United,Stoke City,1,1,D,2014-2015
West Ham United,Manchester United,1,1,D,2014-2015
Arsenal,Leicester City,2,1,H,2014-2015
Hull City,Aston Villa,2,0,H,2014-2015
Sunderland,Queens Park Rangers,0,2,A,2014-2015
Liverpool,Tottenham Hotspur,3,2,H,2014-2015
Chelsea,Everton,1,0,H,2014-2015
Manchester United,Burnley,3,1,H,2014-2015
Southampton,West Ham United,0,0,D,2014-2015
Stoke City,Manchester City,1,4,A,2014-2015
Crystal Palace,Newcastle United,1,1,D,2014-2015
West Bromwich Albion,Swansea City,2,0,H,2014-2015
Aston Villa,Stoke City,1,2,A,2014-2015
Chelsea,Burnley,1,1,D,2014-2015
Crystal Palace,Arsenal,1,2,A,2014-2015
Hull City,Queens Park Rangers,2,1,H,2014-2015
Sunderland,West Bromwich Albion,0,0,D,2014-2015
Swansea City,Manchester United,2,1,H,2014-2015
Manchester City,Newcastle United,5,0,H,2014-2015
Tottenham Hotspur,West Ham United,2,2,D,2014-2015
Everton,Leicester City,2,2,D,2014-2015
Southampton,Liverpool,0,2,A,2014-2015
West Ham United,Crystal Palace,1,3,A,2014-2015
Burnley,Swansea City,0,1,A,2014-2015
Manchester United,Sunderland,2,0,H,2014-2015
Newcastle United,Aston Villa,1,0,H,2014-2015
Stoke City,Hull City,1,0,H,2014-2015
West Bromwich Albion,Southampton,1,0,H,2014-2015
Liverpool,Manchester City,2,1,H,2014-2015
Arsenal,Everton,2,0,H,2014-2015
Aston Villa,West Bromwich Albion,2,1,H,2014-2015
Hull City,Sunderland,1,1,D,2014-2015
Southampton,Crystal Palace,1,0,H,2014-2015
Manchester City,Leicester City,2,0,H,2014-2015
Newcastle United,Manchester United,0,1,A,2014-2015
Queens Park Rangers,Arsenal,1,2,A,2014-2015
Stoke City,Everton,2,0,H,2014-2015
Tottenham Hotspur,Swansea City,3,2,H,2014-2015
West Ham United,Chelsea,0,1,A,2014-2015
Liverpool,Burnley,2,0,H,2014-2015
Queens Park Rangers,Tottenham Hotspur,1,2,A,2014-2015
Crystal Palace,Queens Park Rangers,3,1,H,2014-2015
Arsenal,West Ham United,3,0,H,2014-2015
Leicester City,Hull City,0,0,D,2014-2015
Sunderland,Aston Villa,0,4,A,2014-2015
West Bromwich Albion,Stoke City,1,0,H,2014-2015
Burnley,Manchester City,1,0,H,2014-2015
Chelsea,Southampton,1,1,D,2014-2015
Everton,Newcastle United,3,0,H,2014-2015
Manchester United,Tottenham Hotspur,3,0,H,2014-2015
Swansea City,Liverpool,0,1,A,2014-2015
Manchester City,West Bromwich Albion,3,0,H,2014-2015
Aston Villa,Swansea City,0,1,A,2014-2015
Newcastle United,Arsenal,1,2,A,2014-2015
Southampton,Burnley,2,0,H,2014-2015
Stoke City,Crystal Palace,1,2,A,2014-2015
Tottenham Hotspur,Leicester City,4,3,H,2014-2015
West Ham United,Sunderland,1,0,H,2014-2015
Liverpool,Manchester United,1,2,A,2014-2015
Hull City,Chelsea,2,3,A,2014-2015
Queens Park Rangers,Everton,1,2,A,2014-2015
Arsenal,Liverpool,4,1,H,2014-2015
Everton,Southampton,1,0,H,2014-2015
Leicester City,West Ham United,2,1,H,2014-2015
Manchester United,Aston Villa,3,1,H,2014-2015
Swansea City,Hull City,3,1,H,2014-2015
West Bromwich Albion,Queens Park Rangers,1,4,A,2014-2015
Chelsea,Stoke City,2,1,H,2014-2015
Burnley,Tottenham Hotspur,0,0,D,2014-2015
Sunderland,Newcastle United,1,0,H,2014-2015
Crystal Palace,Manchester City,2,1,H,2014-2015
Aston Villa,Queens Park Rangers,3,3,D,2014-2015
Swansea City,Everton,1,1,D,2014-2015
Southampton,Hull City,2,0,H,2014-2015
Sunderland,Crystal Palace,1,4,A,2014-2015
Tottenham Hotspur,Aston Villa,0,1,A,2014-2015
West Bromwich Albion,Leicester City,2,3,A,2014-2015
West Ham United,Stoke City,1,1,D,2014-2015
Burnley,Arsenal,0,1,A,2014-2015
Queens Park Rangers,Chelsea,0,1,A,2014-2015
Manchester United,Manchester City,4,2,H,2014-2015
Liverpool,Newcastle United,2,0,H,2014-2015
Crystal Palace,West Bromwich Albion,0,2,A,2014-2015
Everton,Burnley,1,0,H,2014-2015
Leicester City,Swansea City,2,0,H,2014-2015
Stoke City,Southampton,2,1,H,2014-2015
Chelsea,Manchester United,1,0,H,2014-2015
Manchester City,West Ham United,2,0,H,2014-2015
Newcastle United,Tottenham Hotspur,1,3,A,2014-2015
Southampton,Tottenham Hotspur,2,2,D,2014-2015
Burnley,Leicester City,0,1,A,2014-2015
Crystal Palace,Hull City,0,2,A,2014-2015
Newcastle United,Swansea City,2,3,A,2014-2015
Queens Park Rangers,West Ham United,0,0,D,2014-2015
Stoke City,Sunderland,1,1,D,2014-2015
West Bromwich Albion,Liverpool,0,0,D,2014-2015
Manchester City,Aston Villa,3,2,H,2014-2015
Everton,Manchester United,3,0,H,2014-2015
Arsenal,Chelsea,0,0,D,2014-2015
Hull City,Liverpool,1,0,H,2014-2015
Leicester City,Chelsea,1,3,A,2014-2015
Leicester City,Newcastle United,3,0,H,2014-2015
Aston Villa,Everton,3,2,H,2014-2015
Liverpool,Queens Park Rangers,2,1,H,2014-2015
Sunderland,Southampton,2,1,H,2014-2015
Swansea City,Stoke City,2,0,H,2014-2015
West Ham United,Burnley,1,0,H,2014-2015
Manchester United,West Bromwich Albion,0,1,A,2014-2015
Chelsea,Crystal Palace,1,0,H,2014-2015
Tottenham Hotspur,Manchester City,0,1,A,2014-2015
Hull City,Arsenal,1,3,A,2014-2015
Everton,Sunderland,0,2,A,2014-2015
Aston Villa,West Ham United,1,0,H,2014-2015
Hull City,Burnley,0,1,A,2014-2015
Leicester City,Southampton,2,0,H,2014-2015
Newcastle United,West Bromwich Albion,1,1,D,2014-2015
Stoke City,Tottenham Hotspur,3,0,H,2014-2015
Crystal Palace,Manchester United,1,2,A,2014-2015
Manchester City,Queens Park Rangers,6,0,H,2014-2015
Chelsea,Liverpool,1,1,D,2014-2015
Arsenal,Swansea City,0,1,A,2014-2015
Southampton,Aston Villa,6,1,H,2014-2015
Burnley,Stoke City,0,0,D,2014-2015
Queens Park Rangers,Newcastle United,2,1,H,2014-2015
Sunderland,Leicester City,0,0,D,2014-2015
Tottenham Hotspur,Hull City,2,0,H,2014-2015
West Ham United,Everton,1,2,A,2014-2015
Liverpool,Crystal Palace,1,3,A,2014-2015
Swansea City,Manchester City,2,4,A,2014-2015
Manchester United,Arsenal,1,1,D,2014-2015
West Bromwich Albion,Chelsea,3,0,H,2014-2015
Arsenal,Sunderland,0,0,D,2014-2015
Arsenal,West Bromwich Albion,4,1,H,2014-2015
Aston Villa,Burnley,0,1,A,2014-2015
Chelsea,Sunderland,3,1,H,2014-2015
Crystal Palace,Swansea City,1,0,H,2014-2015
Everton,Tottenham Hotspur,0,1,A,2014-2015
Hull City,Manchester United,0,0,D,2014-2015
Leicester City,Queens Park Rangers,5,1,H,2014-2015
Manchester City,Southampton,2,0,H,2014-2015
Newcastle United,West Ham United,2,0,H,2014-2015
Stoke City,Liverpool,6,1,H,2014-2015
Manchester United,Tottenham Hotspur,1,0,H,2015-2016
AFC Bournemouth,Aston Villa,0,1,A,2015-2016
Everton,Watford,2,2,D,2015-2016
Leicester City,Sunderland,4,2,H,2015-2016
Norwich City,Crystal Palace,1,3,A,2015-2016
Chelsea,Swansea City,2,2,D,2015-2016
Arsenal,West Ham United,0,2,A,2015-2016
Newcastle United,Southampton,2,2,D,2015-2016
Stoke City,Liverpool,0,1,A,2015-2016
West Bromwich Albion,Manchester City,0,3,A,2015-2016
Aston Villa,Manchester United,0,1,A,2015-2016
Southampton,Everton,0,3,A,2015-2016
Sunderland,Norwich City,1,3,A,2015-2016
Swansea City,Newcastle United,2,0,H,2015-2016
Tottenham Hotspur,Stoke City,2,2,D,2015-2016
Watford,West Bromwich Albion,0,0,D,2015-2016
West Ham United,Leicester City,1,2,A,2015-2016
Crystal Palace,Arsenal,1,2,A,2015-2016
Manchester City,Chelsea,3,0,H,2015-2016
Liverpool,AFC Bournemouth,1,0,H,2015-2016
Manchester United,Newcastle United,0,0,D,2015-2016
Crystal Palace,Aston Villa,2,1,H,2015-2016
Leicester City,Tottenham Hotspur,1,1,D,2015-2016
Norwich City,Stoke City,1,1,D,2015-2016
Sunderland,Swansea City,1,1,D,2015-2016
West Ham United,AFC Bournemouth,3,4,A,2015-2016
West Bromwich Albion,Chelsea,2,3,A,2015-2016
Everton,Manchester City,0,2,A,2015-2016
Watford,Southampton,0,0,D,2015-2016
Arsenal,Liverpool,0,0,D,2015-2016
Newcastle United,Arsenal,0,1,A,2015-2016
Aston Villa,Sunderland,2,2,D,2015-2016
AFC Bournemouth,Leicester City,1,1,D,2015-2016
Chelsea,Crystal Palace,1,2,A,2015-2016
Liverpool,West Ham United,0,3,A,2015-2016
Manchester City,Watford,2,0,H,2015-2016
Stoke City,West Bromwich Albion,0,1,A,2015-2016
Tottenham Hotspur,Everton,0,0,D,2015-2016
Southampton,Norwich City,3,0,H,2015-2016
Swansea City,Manchester United,2,1,H,2015-2016
Everton,Chelsea,3,1,H,2015-2016
Arsenal,Stoke City,2,0,H,2015-2016
Crystal Palace,Manchester City,0,1,A,2015-2016
Norwich City,AFC Bournemouth,3,1,H,2015-2016
Watford,Swansea City,1,0,H,2015-2016
West Bromwich Albion,Southampton,0,0,D,2015-2016
Manchester United,Liverpool,3,1,H,2015-2016
Sunderland,Tottenham Hotspur,0,1,A,2015-2016
Leicester City,Aston Villa,3,2,H,2015-2016
West Ham United,Newcastle United,2,0,H,2015-2016
Chelsea,Arsenal,2,0,H,2015-2016
Aston Villa,West Bromwich Albion,0,1,A,2015-2016
AFC Bournemouth,Sunderland,2,0,H,2015-2016
Newcastle United,Watford,1,2,A,2015-2016
Stoke City,Leicester City,2,2,D,2015-2016
Swansea City,Everton,0,0,D,2015-2016
Manchester City,West Ham United,1,2,A,2015-2016
Tottenham Hotspur,Crystal Palace,1,0,H,2015-2016
Liverpool,Norwich City,1,1,D,2015-2016
Southampton,Manchester United,2,3,A,2015-2016
Tottenham Hotspur,Manchester City,4,1,H,2015-2016
Leicester City,Arsenal,2,5,A,2015-2016
Liverpool,Aston Villa,3,2,H,2015-2016
Manchester United,Sunderland,3,0,H,2015-2016
Southampton,Swansea City,3,1,H,2015-2016
Stoke City,AFC Bournemouth,2,1,H,2015-2016
West Ham United,Norwich City,2,2,D,2015-2016
Newcastle United,Chelsea,2,2,D,2015-2016
Watford,Crystal Palace,0,1,A,2015-2016
West Bromwich Albion,Everton,2,3,A,2015-2016
Crystal Palace,West Bromwich Albion,2,0,H,2015-2016
Aston Villa,Stoke City,0,1,A,2015-2016
AFC Bournemouth,Watford,1,1,D,2015-2016
Manchester City,Newcastle United,6,1,H,2015-2016
Norwich City,Leicester City,1,2,A,2015-2016
Sunderland,West Ham United,2,2,D,2015-2016
Chelsea,Southampton,1,3,A,2015-2016
Everton,Liverpool,1,1,D,2015-2016
Arsenal,Manchester United,3,0,H,2015-2016
Swansea City,Tottenham Hotspur,2,2,D,2015-2016
Tottenham Hotspur,Liverpool,0,0,D,2015-2016
Chelsea,Aston Villa,2,0,H,2015-2016
Crystal Palace,West Ham United,1,3,A,2015-2016
Everton,Manchester United,0,3,A,2015-2016
Manchester City,AFC Bournemouth,5,1,H,2015-2016
Southampton,Leicester City,2,2,D,2015-2016
West Bromwich Albion,Sunderland,1,0,H,2015-2016
Watford,Arsenal,0,3,A,2015-2016
Newcastle United,Norwich City,6,2,H,2015-2016
Swansea City,Stoke City,0,1,A,2015-2016
Aston Villa,Swansea City,1,2,A,2015-2016
Leicester City,Crystal Palace,1,0,H,2015-2016
Norwich City,West Bromwich Albion,0,1,A,2015-2016
Stoke City,Watford,0,2,A,2015-2016
West Ham United,Chelsea,2,1,H,2015-2016
Arsenal,Everton,2,1,H,2015-2016
Sunderland,Newcastle United,3,0,H,2015-2016
AFC Bournemouth,Tottenham Hotspur,1,5,A,2015-2016
Manchester United,Manchester City,0,0,D,2015-2016
Liverpool,Southampton,1,1,D,2015-2016
Chelsea,Liverpool,1,3,A,2015-2016
Crystal Palace,Manchester United,0,0,D,2015-2016
Manchester City,Norwich City,2,1,H,2015-2016
Newcastle United,Stoke City,0,0,D,2015-2016
Swansea City,Arsenal,0,3,A,2015-2016
Watford,West Ham United,2,0,H,2015-2016
West Bromwich Albion,Leicester City,2,3,A,2015-2016
Everton,Sunderland,6,2,H,2015-2016
Southampton,AFC Bournemouth,2,0,H,2015-2016
Tottenham Hotspur,Aston Villa,3,1,H,2015-2016
AFC Bournemouth,Newcastle United,0,1,A,2015-2016
Leicester City,Watford,2,1,H,2015-2016
Manchester United,West Bromwich Albion,2,0,H,2015-2016
Norwich City,Swansea City,1,0,H,2015-2016
Sunderland,Southampton,0,1,A,2015-2016
West Ham United,Everton,1,1,D,2015-2016
Stoke City,Chelsea,1,0,H,2015-2016
Aston Villa,Manchester City,0,0,D,2015-2016
Arsenal,Tottenham Hotspur,1,1,D,2015-2016
Liverpool,Crystal Palace,1,2,A,2015-2016
Watford,Manchester United,1,2,A,2015-2016
Chelsea,Norwich City,1,0,H,2015-2016
Everton,Aston Villa,4,0,H,2015-2016
Newcastle United,Leicester City,0,3,A,2015-2016
Southampton,Stoke City,0,1,A,2015-2016
Swansea City,AFC Bournemouth,2,2,D,2015-2016
West Bromwich Albion,Arsenal,2,1,H,2015-2016
Manchester City,Liverpool,1,4,A,2015-2016
Tottenham Hotspur,West Ham United,4,1,H,2015-2016
Crystal Palace,Sunderland,0,1,A,2015-2016
Aston Villa,Watford,2,3,A,2015-2016
AFC Bournemouth,Everton,3,3,D,2015-2016
Crystal Palace,Newcastle United,5,1,H,2015-2016
Manchester City,Southampton,3,1,H,2015-2016
Sunderland,Stoke City,2,0,H,2015-2016
Leicester City,Manchester United,1,1,D,2015-2016
Tottenham Hotspur,Chelsea,0,0,D,2015-2016
West Ham United,West Bromwich Albion,1,1,D,2015-2016
Liverpool,Swansea City,1,0,H,2015-2016
Norwich City,Arsenal,1,1,D,2015-2016
Stoke City,Manchester City,2,0,H,2015-2016
Arsenal,Sunderland,3,1,H,2015-2016
Manchester United,West Ham United,0,0,D,2015-2016
Southampton,Aston Villa,1,1,D,2015-2016
Swansea City,Leicester City,0,3,A,2015-2016
Watford,Norwich City,2,0,H,2015-2016
West Bromwich Albion,Tottenham Hotspur,1,1,D,2015-2016
Chelsea,AFC Bournemouth,0,1,A,2015-2016
Newcastle United,Liverpool,2,0,H,2015-2016
Everton,Crystal Palace,1,1,D,2015-2016
Norwich City,Everton,1,1,D,2015-2016
Crystal Palace,Southampton,1,0,H,2015-2016
Manchester City,Swansea City,2,1,H,2015-2016
Sunderland,Watford,0,1,A,2015-2016
West Ham United,Stoke City,0,0,D,2015-2016
AFC Bournemouth,Manchester United,2,1,H,2015-2016
Aston Villa,Arsenal,0,2,A,2015-2016
Liverpool,West Bromwich Albion,2,2,D,2015-2016
Tottenham Hotspur,Newcastle United,1,2,A,2015-2016
Leicester City,Chelsea,2,1,H,2015-2016
Chelsea,Sunderland,3,1,H,2015-2016
Everton,Leicester City,2,3,A,2015-2016
Manchester United,Norwich City,1,2,A,2015-2016
Southampton,Tottenham Hotspur,0,2,A,2015-2016
Stoke City,Crystal Palace,1,2,A,2015-2016
West Bromwich Albion,AFC Bournemouth,1,2,A,2015-2016
Newcastle United,Aston Villa,1,1,D,2015-2016
Watford,Liverpool,3,0,H,2015-2016
Swansea City,West Ham United,0,0,D,2015-2016
Arsenal,Manchester City,2,1,H,2015-2016
Stoke City,Manchester United,2,0,H,2015-2016
Aston Villa,West Ham United,1,1,D,2015-2016
AFC Bournemouth,Crystal Palace,0,0,D,2015-2016
Chelsea,Watford,2,2,D,2015-2016
Liverpool,Leicester City,1,0,H,2015-2016
Manchester City,Sunderland,4,1,H,2015-2016
Swansea City,West Bromwich Albion,1,0,H,2015-2016
Tottenham Hotspur,Norwich City,3,0,H,2015-2016
Newcastle United,Everton,0,1,A,2015-2016
Southampton,Arsenal,4,0,H,2015-2016
Crystal Palace,Swansea City,0,0,D,2015-2016
Everton,Stoke City,3,4,A,2015-2016
Norwich City,Aston Villa,2,0,H,2015-2016
Watford,Tottenham Hotspur,1,2,A,2015-2016
West Bromwich Albion,Newcastle United,1,0,H,2015-2016
Arsenal,AFC Bournemouth,2,0,H,2015-2016
Manchester United,Chelsea,0,0,D,2015-2016
West Ham United,Southampton,2,1,H,2015-2016
Leicester City,Manchester City,0,0,D,2015-2016
Sunderland,Liverpool,0,1,A,2015-2016
West Ham United,Liverpool,2,0,H,2015-2016
Arsenal,Newcastle United,1,0,H,2015-2016
Leicester City,AFC Bournemouth,0,0,D,2015-2016
Manchester United,Swansea City,2,1,H,2015-2016
Norwich City,Southampton,1,0,H,2015-2016
Sunderland,Aston Villa,3,1,H,2015-2016
West Bromwich Albion,Stoke City,2,1,H,2015-2016
Watford,Manchester City,1,2,A,2015-2016
Crystal Palace,Chelsea,0,3,A,2015-2016
Everton,Tottenham Hotspur,1,1,D,2015-2016
Aston Villa,Crystal Palace,1,0,H,2015-2016
AFC Bournemouth,West Ham United,1,3,A,2015-2016
Newcastle United,Manchester United,3,3,D,2015-2016
Chelsea,West Bromwich Albion,2,2,D,2015-2016
Manchester City,Everton,0,0,D,2015-2016
Southampton,Watford,2,0,H,2015-2016
Stoke City,Norwich City,3,1,H,2015-2016
Swansea City,Sunderland,2,4,A,2015-2016
Liverpool,Arsenal,3,3,D,2015-2016
Tottenham Hotspur,Leicester City,0,1,A,2015-2016
Tottenham Hotspur,Sunderland,4,1,H,2015-2016
AFC Bournemouth,Norwich City,3,0,H,2015-2016
Chelsea,Everton,3,3,D,2015-2016
Manchester City,Crystal Palace,4,0,H,2015-2016
Newcastle United,West Ham United,2,1,H,2015-2016
Southampton,West Bromwich Albion,3,0,H,2015-2016
Aston Villa,Leicester City,1,1,D,2015-2016
Liverpool,Manchester United,0,1,A,2015-2016
Stoke City,Arsenal,0,0,D,2015-2016
Swansea City,Watford,1,0,H,2015-2016
Norwich City,Liverpool,4,5,A,2015-2016
Crystal Palace,Tottenham Hotspur,1,3,A,2015-2016
Leicester City,Stoke City,3,0,H,2015-2016
Manchester United,Southampton,0,1,A,2015-2016
Sunderland,AFC Bournemouth,1,1,D,2015-2016
Watford,Newcastle United,2,1,H,2015-2016
West Bromwich Albion,Aston Villa,0,0,D,2015-2016
West Ham United,Manchester City,2,2,D,2015-2016
Everton,Swansea City,1,2,A,2015-2016
Arsenal,Chelsea,0,1,A,2015-2016
Arsenal,Southampton,0,0,D,2015-2016
Leicester City,Liverpool,2,0,H,2015-2016
Norwich City,Tottenham Hotspur,0,3,A,2015-2016
Sunderland,Manchester City,0,1,A,2015-2016
West Ham United,Aston Villa,2,0,H,2015-2016
Crystal Palace,AFC Bournemouth,1,2,A,2015-2016
Manchester United,Stoke City,3,0,H,2015-2016
West Bromwich Albion,Swansea City,1,1,D,2015-2016
Everton,Newcastle United,3,0,H,2015-2016
Watford,Chelsea,0,0,D,2015-2016
Manchester City,Leicester City,1,3,A,2015-2016
Aston Villa,Norwich City,2,0,H,2015-2016
Liverpool,Sunderland,2,2,D,2015-2016
Newcastle United,West Bromwich Albion,1,0,H,2015-2016
Stoke City,Everton,0,3,A,2015-2016
Swansea City,Crystal Palace,1,1,D,2015-2016
Tottenham Hotspur,Watford,1,0,H,2015-2016
Southampton,West Ham United,1,0,H,2015-2016
AFC Bournemouth,Arsenal,0,2,A,2015-2016
Chelsea,Manchester United,1,1,D,2015-2016
Sunderland,Manchester United,2,1,H,2015-2016
AFC Bournemouth,Stoke City,1,3,A,2015-2016
Crystal Palace,Watford,1,2,A,2015-2016
Everton,West Bromwich Albion,0,1,A,2015-2016
Norwich City,West Ham United,2,2,D,2015-2016
Swansea City,Southampton,0,1,A,2015-2016
Chelsea,Newcastle United,5,1,H,2015-2016
Arsenal,Leicester City,2,1,H,2015-2016
Aston Villa,Liverpool,0,6,A,2015-2016
Manchester City,Tottenham Hotspur,1,2,A,2015-2016
West Ham United,Sunderland,1,0,H,2015-2016
Leicester City,Norwich City,1,0,H,2015-2016
Southampton,Chelsea,1,2,A,2015-2016
Stoke City,Aston Villa,2,1,H,2015-2016
Watford,AFC Bournemouth,0,0,D,2015-2016
West Bromwich Albion,Crystal Palace,3,2,H,2015-2016
Manchester United,Arsenal,3,2,H,2015-2016
Tottenham Hotspur,Swansea City,2,1,H,2015-2016
Aston Villa,Everton,1,3,A,2015-2016
AFC Bournemouth,Southampton,2,0,H,2015-2016
Leicester City,West Bromwich Albion,2,2,D,2015-2016
